"REPORTER","Reporter Country","PARTNER","Partner Country","COM_H3","Commodity","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"PRY","Paraguay","BRA","Brazil","2928","2928: Organic derivatives of hydrazine or of hydroxylamine.","1","Value","2015","2015",0.051,,
"PRY","Paraguay","BRA","Brazil","2928","2928: Organic derivatives of hydrazine or of hydroxylamine.","1","Value","2016","2016",0.051,,
"PRY","Paraguay","BRA","Brazil","2928","2928: Organic derivatives of hydrazine or of hydroxylamine.","1","Value","2017","2017",0.05,,
"PRY","Paraguay","BRA","Brazil","2928","2928: Organic derivatives of hydrazine or of hydroxylamine.","1","Value","2018","2018",0.056,,
"PRY","Paraguay","BRA","Brazil","2928","2928: Organic derivatives of hydrazine or of hydroxylamine.","1","Value","2019","2019",0.055,,
"PRY","Paraguay","BRA","Brazil","3912","3912: Cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms.","1","Value","2015","2015",0.091,,
"PRY","Paraguay","BRA","Brazil","3912","3912: Cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms.","1","Value","2016","2016",0.086,,
"PRY","Paraguay","BRA","Brazil","3912","3912: Cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms.","1","Value","2017","2017",0.081,,
"PRY","Paraguay","BRA","Brazil","3912","3912: Cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms.","1","Value","2018","2018",0.079,,
"PRY","Paraguay","BRA","Brazil","3912","3912: Cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms.","1","Value","2019","2019",0.078,,
"PRY","Paraguay","BRA","Brazil","8416","8416: Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances.","1","Value","2015","2015",0.073,,
"PRY","Paraguay","BRA","Brazil","8416","8416: Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances.","1","Value","2016","2016",0.068,,
"PRY","Paraguay","BRA","Brazil","8416","8416: Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances.","1","Value","2017","2017",0.064,,
"PRY","Paraguay","BRA","Brazil","8416","8416: Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances.","1","Value","2018","2018",0.041,,
"PRY","Paraguay","BRA","Brazil","8416","8416: Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances.","1","Value","2019","2019",0.041,,
"PRY","Paraguay","BRA","Brazil","6201","6201: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.","1","Value","2015","2015",0.02,,
"PRY","Paraguay","BRA","Brazil","6201","6201: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.","1","Value","2016","2016",0.019,,
"PRY","Paraguay","BRA","Brazil","6201","6201: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.","1","Value","2017","2017",0.017,,
"PRY","Paraguay","BRA","Brazil","6201","6201: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.","1","Value","2018","2018",0.022,,
"PRY","Paraguay","BRA","Brazil","6201","6201: Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.","1","Value","2019","2019",0.021,,
"PRY","Paraguay","BRA","Brazil","1501","1501: Pig fat (including lard) and poultry fat, other than that of heading 02.09 or 15.03.","1","Value","2015","2015",0.057,,
"PRY","Paraguay","BRA","Brazil","1501","1501: Pig fat (including lard) and poultry fat, other than that of heading 02.09 or 15.03.","1","Value","2016","2016",0.057,,
"PRY","Paraguay","BRA","Brazil","1501","1501: Pig fat (including lard) and poultry fat, other than that of heading 02.09 or 15.03.","1","Value","2017","2017",0.057,,
"PRY","Paraguay","BRA","Brazil","1501","1501: Pig fat (including lard) and poultry fat, other than that of heading 02.09 or 15.03.","1","Value","2018","2018",0.057,,
"PRY","Paraguay","BRA","Brazil","1501","1501: Pig fat (including lard) and poultry fat, other than that of heading 02.09 or 15.03.","1","Value","2019","2019",0.057,,
"PRY","Paraguay","BRA","Brazil","4008","4008: Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber.","1","Value","2015","2015",0.047,,
"PRY","Paraguay","BRA","Brazil","4008","4008: Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber.","1","Value","2016","2016",0.043,,
"PRY","Paraguay","BRA","Brazil","4008","4008: Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber.","1","Value","2017","2017",0.039,,
"PRY","Paraguay","BRA","Brazil","4008","4008: Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber.","1","Value","2018","2018",0.034,,
"PRY","Paraguay","BRA","Brazil","4008","4008: Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber.","1","Value","2019","2019",0.034,,
"PRY","Paraguay","BRA","Brazil","1211","1211: Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not cut, crushed or powdered.","1","Value","2015","2015",0.058,,
"PRY","Paraguay","BRA","Brazil","1211","1211: Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not cut, crushed or powdered.","1","Value","2016","2016",0.062,,
"PRY","Paraguay","BRA","Brazil","1211","1211: Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not cut, crushed or powdered.","1","Value","2017","2017",0.065,,
"PRY","Paraguay","BRA","Brazil","1211","1211: Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not cut, crushed or powdered.","1","Value","2018","2018",0.086,,
"PRY","Paraguay","BRA","Brazil","1211","1211: Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not cut, crushed or powdered.","1","Value","2019","2019",0.085,,
"PRY","Paraguay","BRA","Brazil","6914","6914: Other ceramic articles.","1","Value","2015","2015",0.025,,
"PRY","Paraguay","BRA","Brazil","6914","6914: Other ceramic articles.","1","Value","2016","2016",0.036,,
"PRY","Paraguay","BRA","Brazil","6914","6914: Other ceramic articles.","1","Value","2017","2017",0.046,,
"PRY","Paraguay","BRA","Brazil","6914","6914: Other ceramic articles.","1","Value","2018","2018",0.029,,
"PRY","Paraguay","BRA","Brazil","6914","6914: Other ceramic articles.","1","Value","2019","2019",0.029,,
"PRY","Paraguay","BRA","Brazil","0906","0906: Cinnamon and cinnamon-tree flowers.","1","Value","2015","2015",0.049,,
"PRY","Paraguay","BRA","Brazil","0906","0906: Cinnamon and cinnamon-tree flowers.","1","Value","2016","2016",0.043,,
"PRY","Paraguay","BRA","Brazil","0906","0906: Cinnamon and cinnamon-tree flowers.","1","Value","2017","2017",0.038,,
"PRY","Paraguay","BRA","Brazil","0906","0906: Cinnamon and cinnamon-tree flowers.","1","Value","2018","2018",0.047,,
"PRY","Paraguay","BRA","Brazil","0906","0906: Cinnamon and cinnamon-tree flowers.","1","Value","2019","2019",0.046,,
"PRY","Paraguay","BRA","Brazil","6911","6911: Tableware, kitchenware, other household articles and toilet articles, of porcelain or china.","1","Value","2015","2015",0.055,,
"PRY","Paraguay","BRA","Brazil","6911","6911: Tableware, kitchenware, other household articles and toilet articles, of porcelain or china.","1","Value","2016","2016",0.047,,
"PRY","Paraguay","BRA","Brazil","6911","6911: Tableware, kitchenware, other household articles and toilet articles, of porcelain or china.","1","Value","2017","2017",0.038,,
"PRY","Paraguay","BRA","Brazil","6911","6911: Tableware, kitchenware, other household articles and toilet articles, of porcelain or china.","1","Value","2018","2018",0.051,,
"PRY","Paraguay","BRA","Brazil","6911","6911: Tableware, kitchenware, other household articles and toilet articles, of porcelain or china.","1","Value","2019","2019",0.05,,
"PRY","Paraguay","BRA","Brazil","1601","1601: Sausages and similar products, of meat, meat offal or blood; food preparations based on these products.","1","Value","2015","2015",0.045,,
"PRY","Paraguay","BRA","Brazil","1601","1601: Sausages and similar products, of meat, meat offal or blood; food preparations based on these products.","1","Value","2016","2016",0.043,,
"PRY","Paraguay","BRA","Brazil","1601","1601: Sausages and similar products, of meat, meat offal or blood; food preparations based on these products.","1","Value","2017","2017",0.042,,
"PRY","Paraguay","BRA","Brazil","1601","1601: Sausages and similar products, of meat, meat offal or blood; food preparations based on these products.","1","Value","2018","2018",0.027,,
"PRY","Paraguay","BRA","Brazil","1601","1601: Sausages and similar products, of meat, meat offal or blood; food preparations based on these products.","1","Value","2019","2019",0.027,,
"PRY","Paraguay","BRA","Brazil","5802","5802: Terry towelling and similar woven terry fabrics, other than narrow fabrics of heading 58.06; tufted textile fabrics, other than products of heading 57.03.","1","Value","2015","2015",0.049,,
"PRY","Paraguay","BRA","Brazil","5802","5802: Terry towelling and similar woven terry fabrics, other than narrow fabrics of heading 58.06; tufted textile fabrics, other than products of heading 57.03.","1","Value","2016","2016",0.051,,
"PRY","Paraguay","BRA","Brazil","5802","5802: Terry towelling and similar woven terry fabrics, other than narrow fabrics of heading 58.06; tufted textile fabrics, other than products of heading 57.03.","1","Value","2017","2017",0.053,,
"PRY","Paraguay","BRA","Brazil","5802","5802: Terry towelling and similar woven terry fabrics, other than narrow fabrics of heading 58.06; tufted textile fabrics, other than products of heading 57.03.","1","Value","2018","2018",0.04,,
"PRY","Paraguay","BRA","Brazil","5802","5802: Terry towelling and similar woven terry fabrics, other than narrow fabrics of heading 58.06; tufted textile fabrics, other than products of heading 57.03.","1","Value","2019","2019",0.04,,
"PRY","Paraguay","BRA","Brazil","2825","2825: Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides.","1","Value","2015","2015",0.034,,
"PRY","Paraguay","BRA","Brazil","2825","2825: Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides.","1","Value","2016","2016",0.03,,
"PRY","Paraguay","BRA","Brazil","2825","2825: Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides.","1","Value","2017","2017",0.027,,
"PRY","Paraguay","BRA","Brazil","2825","2825: Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides.","1","Value","2018","2018",0.026,,
"PRY","Paraguay","BRA","Brazil","2825","2825: Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides.","1","Value","2019","2019",0.025,,
"PRY","Paraguay","BRA","Brazil","6303","6303: Curtains (including drapes) and interior blinds; curtain or bed valances.","1","Value","2015","2015",0.026,,
"PRY","Paraguay","BRA","Brazil","6303","6303: Curtains (including drapes) and interior blinds; curtain or bed valances.","1","Value","2016","2016",0.027,,
"PRY","Paraguay","BRA","Brazil","6303","6303: Curtains (including drapes) and interior blinds; curtain or bed valances.","1","Value","2017","2017",0.027,,
"PRY","Paraguay","BRA","Brazil","6303","6303: Curtains (including drapes) and interior blinds; curtain or bed valances.","1","Value","2018","2018",0.015,,
"PRY","Paraguay","BRA","Brazil","6303","6303: Curtains (including drapes) and interior blinds; curtain or bed valances.","1","Value","2019","2019",0.015,,
"PRY","Paraguay","BRA","Brazil","8477","8477: Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this Chapter.","1","Value","2015","2015",0.016,,
"PRY","Paraguay","BRA","Brazil","8477","8477: Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this Chapter.","1","Value","2016","2016",0.028,,
"PRY","Paraguay","BRA","Brazil","8477","8477: Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this Chapter.","1","Value","2017","2017",0.04,,
"PRY","Paraguay","BRA","Brazil","8477","8477: Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this Chapter.","1","Value","2018","2018",0.048,,
"PRY","Paraguay","BRA","Brazil","8477","8477: Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this Chapter.","1","Value","2019","2019",0.045,,
"PRY","Paraguay","BRA","Brazil","4201","4201: Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material.","1","Value","2015","2015",0.043,,
"PRY","Paraguay","BRA","Brazil","4201","4201: Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material.","1","Value","2016","2016",0.029,,
"PRY","Paraguay","BRA","Brazil","4201","4201: Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material.","1","Value","2017","2017",0.015,,
"PRY","Paraguay","BRA","Brazil","4201","4201: Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material.","1","Value","2018","2018",0.025,,
"PRY","Paraguay","BRA","Brazil","4201","4201: Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material.","1","Value","2019","2019",0.025,,
"PRY","Paraguay","BRA","Brazil","2517","2517: Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whethe","1","Value","2015","2015",0.027,,
"PRY","Paraguay","BRA","Brazil","2517","2517: Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whethe","1","Value","2016","2016",0.031,,
"PRY","Paraguay","BRA","Brazil","2517","2517: Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whethe","1","Value","2017","2017",0.035,,
"PRY","Paraguay","BRA","Brazil","2517","2517: Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whethe","1","Value","2018","2018",0.043,,
"PRY","Paraguay","BRA","Brazil","2517","2517: Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whethe","1","Value","2019","2019",0.043,,
"PRY","Paraguay","BRA","Brazil","1702","1702: Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel.","1","Value","2015","2015",0.121,,
"PRY","Paraguay","BRA","Brazil","1702","1702: Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel.","1","Value","2016","2016",0.115,,
"PRY","Paraguay","BRA","Brazil","1702","1702: Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel.","1","Value","2017","2017",0.109,,
"PRY","Paraguay","BRA","Brazil","1702","1702: Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel.","1","Value","2018","2018",0.112,,
"PRY","Paraguay","BRA","Brazil","1702","1702: Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel.","1","Value","2019","2019",0.111,,
"PRY","Paraguay","BRA","Brazil","7507","7507: Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).","1","Value","2015","2015",0.019,,
"PRY","Paraguay","BRA","Brazil","7507","7507: Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).","1","Value","2016","2016",0.028,,
"PRY","Paraguay","BRA","Brazil","7507","7507: Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).","1","Value","2017","2017",0.036,,
"PRY","Paraguay","BRA","Brazil","7507","7507: Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).","1","Value","2018","2018",0.044,,
"PRY","Paraguay","BRA","Brazil","7507","7507: Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).","1","Value","2019","2019",0.044,,
"PRY","Paraguay","BRA","Brazil","3102","3102: Mineral or chemical fertilisers, nitrogenous.","1","Value","2015","2015",0.097,,
"PRY","Paraguay","BRA","Brazil","3102","3102: Mineral or chemical fertilisers, nitrogenous.","1","Value","2016","2016",0.087,,
"PRY","Paraguay","BRA","Brazil","3102","3102: Mineral or chemical fertilisers, nitrogenous.","1","Value","2017","2017",0.077,,
"PRY","Paraguay","BRA","Brazil","3102","3102: Mineral or chemical fertilisers, nitrogenous.","1","Value","2018","2018",0.077,,
"PRY","Paraguay","BRA","Brazil","3102","3102: Mineral or chemical fertilisers, nitrogenous.","1","Value","2019","2019",0.077,,
"PRY","Paraguay","BRA","Brazil","3805","3805: Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constitue","1","Value","2015","2015",0.068,,
"PRY","Paraguay","BRA","Brazil","3805","3805: Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constitue","1","Value","2016","2016",0.078,,
"PRY","Paraguay","BRA","Brazil","3805","3805: Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constitue","1","Value","2017","2017",0.087,,
"PRY","Paraguay","BRA","Brazil","3805","3805: Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constitue","1","Value","2018","2018",0.057,,
"PRY","Paraguay","BRA","Brazil","3805","3805: Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constitue","1","Value","2019","2019",0.056,,
"PRY","Paraguay","BRA","Brazil","3820","3820: Anti-freezing preparations and prepared de-icing fluids.","1","Value","2015","2015",0.068,,
"PRY","Paraguay","BRA","Brazil","3820","3820: Anti-freezing preparations and prepared de-icing fluids.","1","Value","2016","2016",0.069,,
"PRY","Paraguay","BRA","Brazil","3820","3820: Anti-freezing preparations and prepared de-icing fluids.","1","Value","2017","2017",0.07,,
"PRY","Paraguay","BRA","Brazil","3820","3820: Anti-freezing preparations and prepared de-icing fluids.","1","Value","2018","2018",0.07,,
"PRY","Paraguay","BRA","Brazil","3820","3820: Anti-freezing preparations and prepared de-icing fluids.","1","Value","2019","2019",0.069,,
"PRY","Paraguay","BRA","Brazil","0702","0702: Tomatoes, fresh or chilled.","1","Value","2015","2015",0.048,,
"PRY","Paraguay","BRA","Brazil","0702","0702: Tomatoes, fresh or chilled.","1","Value","2016","2016",0.046,,
"PRY","Paraguay","BRA","Brazil","0702","0702: Tomatoes, fresh or chilled.","1","Value","2017","2017",0.044,,
"PRY","Paraguay","BRA","Brazil","0702","0702: Tomatoes, fresh or chilled.","1","Value","2018","2018",0.052,,
"PRY","Paraguay","BRA","Brazil","0702","0702: Tomatoes, fresh or chilled.","1","Value","2019","2019",0.051,,
"PRY","Paraguay","BRA","Brazil","6505","6505: Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed.","1","Value","2015","2015",0.037,,
"PRY","Paraguay","BRA","Brazil","6505","6505: Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed.","1","Value","2016","2016",0.034,,
"PRY","Paraguay","BRA","Brazil","6505","6505: Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed.","1","Value","2017","2017",0.031,,
"PRY","Paraguay","BRA","Brazil","6505","6505: Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed.","1","Value","2018","2018",0.045,,
"PRY","Paraguay","BRA","Brazil","6505","6505: Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed.","1","Value","2019","2019",0.045,,
"PRY","Paraguay","BRA","Brazil","8709","8709: Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of th","1","Value","2015","2015",0.042,,
"PRY","Paraguay","BRA","Brazil","8709","8709: Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of th","1","Value","2016","2016",0.028,,
"PRY","Paraguay","BRA","Brazil","8709","8709: Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of th","1","Value","2017","2017",0.013,,
"PRY","Paraguay","BRA","Brazil","8709","8709: Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of th","1","Value","2018","2018",0.05,,
"PRY","Paraguay","BRA","Brazil","8709","8709: Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of th","1","Value","2019","2019",0.042,,
"PRY","Paraguay","BRA","Brazil","0704","0704: Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled.","1","Value","2015","2015",0.045,,
"PRY","Paraguay","BRA","Brazil","0704","0704: Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled.","1","Value","2016","2016",0.047,,
"PRY","Paraguay","BRA","Brazil","0704","0704: Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled.","1","Value","2017","2017",0.049,,
"PRY","Paraguay","BRA","Brazil","0704","0704: Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled.","1","Value","2018","2018",0.056,,
"PRY","Paraguay","BRA","Brazil","0704","0704: Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled.","1","Value","2019","2019",0.055,,
"PRY","Paraguay","BRA","Brazil","8462","8462: Machine-tools (including presses) for working metal by forging, hammering or die-stamping; machine-tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal","1","Value","2015","2015",0.041,,
"PRY","Paraguay","BRA","Brazil","8462","8462: Machine-tools (including presses) for working metal by forging, hammering or die-stamping; machine-tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal","1","Value","2016","2016",0.048,,
"PRY","Paraguay","BRA","Brazil","8462","8462: Machine-tools (including presses) for working metal by forging, hammering or die-stamping; machine-tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal","1","Value","2017","2017",0.055,,
"PRY","Paraguay","BRA","Brazil","8462","8462: Machine-tools (including presses) for working metal by forging, hammering or die-stamping; machine-tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal","1","Value","2018","2018",0.061,,
"PRY","Paraguay","BRA","Brazil","8462","8462: Machine-tools (including presses) for working metal by forging, hammering or die-stamping; machine-tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal","1","Value","2019","2019",0.061,,
"PRY","Paraguay","BRA","Brazil","9026","9026: Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 90.14, 90.15, 90.2","1","Value","2015","2015",0.062,,
"PRY","Paraguay","BRA","Brazil","9026","9026: Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 90.14, 90.15, 90.2","1","Value","2016","2016",0.042,,
"PRY","Paraguay","BRA","Brazil","9026","9026: Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 90.14, 90.15, 90.2","1","Value","2017","2017",0.021,,
"PRY","Paraguay","BRA","Brazil","9026","9026: Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 90.14, 90.15, 90.2","1","Value","2018","2018",0.024,,
"PRY","Paraguay","BRA","Brazil","9026","9026: Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 90.14, 90.15, 90.2","1","Value","2019","2019",0.023,,
"PRY","Paraguay","BRA","Brazil","7310","7310: Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or therma","1","Value","2015","2015",0.121,,
"PRY","Paraguay","BRA","Brazil","7310","7310: Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or therma","1","Value","2016","2016",0.125,,
"PRY","Paraguay","BRA","Brazil","7310","7310: Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or therma","1","Value","2017","2017",0.129,,
"PRY","Paraguay","BRA","Brazil","7310","7310: Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or therma","1","Value","2018","2018",0.117,,
"PRY","Paraguay","BRA","Brazil","7310","7310: Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or therma","1","Value","2019","2019",0.116,,
"PRY","Paraguay","BRA","Brazil","2002","2002: Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.","1","Value","2015","2015",0.019,,
"PRY","Paraguay","BRA","Brazil","2002","2002: Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.","1","Value","2016","2016",0.02,,
"PRY","Paraguay","BRA","Brazil","2002","2002: Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.","1","Value","2017","2017",0.02,,
