hs_4_code,reporter,ave_itic_rate
8522,Paraguay,1.1178000000000001
8523,Paraguay,1.0782
8525,Paraguay,1.0986
8526,Paraguay,1.0306
8528,Paraguay,1.0206
8529,Paraguay,1.0468
8530,Paraguay,1.0495999999999999
8531,Paraguay,1.0412
8532,Paraguay,1.034
8533,Paraguay,1.0635999999999999
8534,Paraguay,1.036
8535,Paraguay,1.0378
8536,Paraguay,1.0286
8537,Paraguay,1.0231999999999999
8538,Paraguay,1.0535999999999999
8539,Paraguay,1.0404
8540,Paraguay,1.0155999999999998
8543,Paraguay,1.0434
8544,Paraguay,1.0315999999999999
8545,Paraguay,1.0308
8546,Paraguay,1.0652000000000001
8547,Paraguay,1.0508
8548,Paraguay,1.0356
8603,Paraguay,1.0226
8605,Paraguay,1.0455999999999999
8606,Paraguay,1.0655999999999999
8607,Paraguay,1.0295999999999998
8608,Paraguay,1.0630000000000002
8609,Paraguay,1.0736
8701,Paraguay,1.0314
8702,Paraguay,1.0756000000000001
8703,Paraguay,1.0466
8704,Paraguay,1.0422
8705,Paraguay,1.0413999999999999
8706,Paraguay,1.0528
8708,Paraguay,1.036
8709,Paraguay,1.035
8711,Paraguay,1.0432000000000001
8712,Paraguay,1.0412
8713,Paraguay,1.0756000000000001
8714,Paraguay,1.0253999999999999
8715,Paraguay,1.1012
8716,Paraguay,1.057
8801,Paraguay,1.0646
8803,Paraguay,1.0715999999999999
8804,Paraguay,1.0714000000000001
8903,Paraguay,1.0375999999999999
8906,Paraguay,1.0482
8907,Paraguay,1.0608
8908,Paraguay,1.0475999999999999
9001,Paraguay,1.0552
9002,Paraguay,1.0396
9003,Paraguay,1.0392
9004,Paraguay,1.027
9005,Paraguay,1.0466
9006,Paraguay,1.017
9007,Paraguay,1.153
9008,Paraguay,1.0444
9010,Paraguay,1.0142
9011,Paraguay,1.0686
9013,Paraguay,1.059
9016,Paraguay,1.067
9017,Paraguay,1.0482
9019,Paraguay,1.0574
9020,Paraguay,1.0390000000000001
9021,Paraguay,1.0288
9022,Paraguay,1.051
9023,Paraguay,1.111
9024,Paraguay,1.0268000000000002
9025,Paraguay,1.065
9026,Paraguay,1.0344
9027,Paraguay,1.085
9028,Paraguay,1.0394
9029,Paraguay,1.0535999999999999
9030,Paraguay,1.0332000000000001
9031,Paraguay,1.0444
9032,Paraguay,1.0474
9033,Paraguay,1.0535999999999999
9101,Paraguay,1.0338
9102,Paraguay,1.028
9103,Paraguay,1.0138
9104,Paraguay,1.0426
9105,Paraguay,1.045
9106,Paraguay,1.0434
9107,Paraguay,1.0546
9109,Paraguay,1.0516
9111,Paraguay,1.0433999999999999
9112,Paraguay,1.067
9113,Paraguay,1.029
9114,Paraguay,1.0704
9202,Paraguay,1.0608
9205,Paraguay,1.0470000000000002
9206,Paraguay,1.0994
9207,Paraguay,1.0628
9208,Paraguay,1.0682
9209,Paraguay,1.1469999999999998
9301,Paraguay,1.0184
9302,Paraguay,1.025
9304,Paraguay,1.0692
9305,Paraguay,1.098
9306,Paraguay,1.1244
9401,Paraguay,1.069
9402,Paraguay,1.0719999999999998
9403,Paraguay,1.0564
9404,Paraguay,1.0766
9405,Paraguay,1.0426
9406,Paraguay,1.0948
9503,Paraguay,1.041
9504,Paraguay,1.0766
9505,Paraguay,1.0332
9506,Paraguay,1.0417999999999998
9507,Paraguay,1.014
9508,Paraguay,1.059
9601,Paraguay,1.0681999999999998
9602,Paraguay,1.098
9603,Paraguay,1.0378
9604,Paraguay,1.0295999999999998
9605,Paraguay,1.0532
9606,Paraguay,1.0406
9607,Paraguay,1.043
9608,Paraguay,1.035
9609,Paraguay,1.0231999999999999
9610,Paraguay,1.0802
9611,Paraguay,1.0452
9612,Paraguay,1.0362
9613,Paraguay,1.036
9614,Paraguay,1.0118
9615,Paraguay,1.0286
9616,Paraguay,1.0316
9617,Paraguay,1.0308
9618,Paraguay,1.0454
9701,Paraguay,1.0252
9702,Paraguay,1.0572
9703,Paraguay,1.0714000000000001
9705,Paraguay,1.0336
9706,Paraguay,1.0198
